15,993
15,986
15,979
15,972
15,9651
15,9581
15,9511
15,9442
15,9373
15,9303
15,9234
15,9165
15,9095
15,9026
15,8957
15,8888
15,8819
15,8751
15,8682
15,8613
15,8545
15,8476
15,8408
15,8339
15,8271
15,8203
15,8134
15,8066
15,7998
15,793
15,7862
15,7794
15,7727
15,7659
15,7591
15,7524
15,7456
15,7389
15,7321
15,7254
15,7187
15,7119
15,7052
15,6985
15,6918
15,6851
15,6785
15,6718
15,6651
15,6584
15,6518
15,6451
15,6385
15,6318
15,6252
15,6186
15,612
15,6054
15,5988
15,5922
15,5856
15,579
15,5724
15,5658
15,5593
15,5527
15,5461
15,5396
15,5331
15,5265
15,52
15,5135
15,507
15,5005
15,494
15,4875
15,481
15,4745
15,468
15,4616
15,4551
15,4486
15,4422
15,4357
15,4293
15,4229
15,4165
15,41
15,4036
15,3972
15,3908
15,3844
15,3781
15,3717
15,3653
15,3589
15,3526
15,3462
15,3399
15,3335
15,3272
15,3209
15,3146
15,3082
15,3019
15,2956
15,2893
15,2831
15,2768
15,2705
15,2642
15,258
15,2517
15,2454
15,2392
15,233
15,2267
15,2205
15,2143
15,2081
15,2019
15,1957
15,1895
15,1833
15,1771
15,1709
15,1647
15,1586
15,1524
15,1463
15,1401
15,134
15,1278
15,1217
15,1156
15,1095
15,1034
15,0973
15,0912
15,0851
15,079
15,0729
15,0668
15,0608
15,0547
15,0487
15,0426
15,0366
15,0305
15,0245
15,0185
15,0125
15,0064
15,0004
14,9944
14,9884
14,9825
14,9765
14,9705
14,9645
14,9586
14,9526
14,9467
14,9407
14,9348
14,9288
14,9229
14,917
14,9111
14,9052
14,8992
14,8933
14,8875
14,8816
14,8757
14,8698
14,8639
14,8581
14,8522
14,8464
14,8405
14,8347
14,8288
14,823
14,8172
14,8114
14,8056
14,7998
14,794
14,7882
14,7824
14,7766
14,7708
14,765
14,7593
14,7535
14,7478
14,742
14,7363
14,7305
14,7248
14,7191
14,7134
14,7077
14,7019
14,6962
14,6905
14,6849
14,6792
14,6735
14,6678
14,6622
14,6565
14,6508
14,6452
14,6395
14,6339
14,6283
14,6226
14,617
14,6114
14,6058
14,6002
14,5946
14,589
14,5834
14,5778
14,5722
14,5667
14,5611
14,5555
14,55
14,5444
14,5389
14,5333
14,5278
14,5223
14,5168
14,5112
14,5057
14,5002
14,4947
14,4892
14,4837
14,4783
14,4728
14,4673
14,4618
14,4564
14,4509
14,4455
14,44
14,4346
14,4292
14,4237
14,4183
14,4129
14,4075
14,4021
14,3967
14,3913
14,3859
14,3805
14,3751
14,3697
14,3644
14,359
14,3536
14,3483
14,3429
14,3376
14,3323
14,3269
14,3216
14,3163
14,311
14,3056
14,3003
14,295
14,2897
14,2845
14,2792
14,2739
14,2686
14,2633
14,2581
14,2528
14,2476
14,2423
14,2371
14,2318
14,2266
14,2214
14,2162
14,211
14,2057
14,2005
14,1953
14,1901
14,1849
14,1798
14,1746
14,1694
14,1642
14,1591
14,1539
14,1488
14,1436
14,1385
14,1333
14,1282
14,1231
14,1179
14,1128
14,1077
14,1026
14,0975
14,0924
14,0873
14,0822
14,0771
14,0721
14,067
14,0619
14,0569
14,0518
14,0468
14,0417
14,0367
14,0316
14,0266
14,0216
14,0166
14,0115
14,0065
14,0015
13,9965
13,9915
13,9865
13,9815
13,9766
13,9716
13,9666
13,9616
13,9567
13,9517
13,9468
13,9418
13,9369
13,932
13,927
13,9221
13,9172
13,9123
13,9073
13,9024
13,8975
13,8926
13,8877
13,8829
13,878
13,8731
13,8682
13,8633
13,8585
13,8536
13,8487
13,8439
13,839
13,8341
13,8293
13,8244
13,8195
13,8147
13,8098
13,805
13,8001
13,7953
13,7904
13,7856
13,7808
13,7759
13,7711
13,7662
13,7614
13,7566
13,7518
13,7469
13,7421
13,7373
13,7325
13,7276
13,7228
13,718
13,7132
13,7084
13,7036
13,6988
13,694
13,6892
13,6844
13,6796
13,6748
13,67
13,6652
13,6604
13,6556
13,6508
13,646
13,6412
13,6365
13,6317
13,6269
13,6221
13,6174
13,6126
13,6078
13,6031
13,5983
13,5935
13,5888
13,584
13,5793
13,5745
13,5698
13,565
13,5603
13,5555
13,5508
13,546
13,5413
13,5365
13,5318
13,5271
13,5223
13,5176
13,5129
13,5082
13,5034
13,4987
13,494
13,4893
13,4846
13,4798
13,4751
13,4704
13,4657
13,461
13,4563
13,4516
13,4469
13,4422
13,4375
13,4328
13,4281
13,4234
13,4187
13,414
13,4093
13,4047
13,4
13,3953
13,3906
13,3859
13,3813
13,3766
13,3719
13,3673
