0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
0,108
